-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 0 0
-2.675 0 0
-2.625 0 0
-2.575 8.62069e-06 8.40241e-06
-2.525 8.62069e-06 8.40241e-06
-2.475 2.58621e-05 1.83886e-05
-2.425 0.000112069 3.71291e-05
-2.375 0.000241379 4.29307e-05
-2.325 0.000431034 5.38362e-05
-2.275 0.000818966 9.5121e-05
-2.225 0.00111207 0.000148053
-2.175 0.00225862 0.000168886
-2.125 0.00353448 0.000218938
-2.075 0.00547414 0.000237304
-2.025 0.009 0.000456425
-1.975 0.0138534 0.000529632
-1.925 0.0195086 0.0005144
-1.875 0.0268879 0.000548546
-1.825 0.0383707 0.000864434
-1.775 0.0523448 0.000930188
-1.725 0.0692328 0.00132414
-1.675 0.0903448 0.00110721
-1.625 0.112957 0.00145137
-1.575 0.138629 0.00223352
-1.525 0.166491 0.00200702
-1.475 0.199293 0.00302172
-1.425 0.228078 0.0031986
-1.375 0.261069 0.00333559
-1.325 0.293121 0.00461411
-1.275 0.322733 0.00512114
-1.225 0.348724 0.00463787
-1.175 0.371302 0.00541527
-1.125 0.387595 0.00503225
-1.075 0.400905 0.00520943
-1.025 0.409716 0.00516072
-0.975 0.411698 0.00460284
-0.925 0.409672 0.00436947
-0.875 0.405681 0.00430934
-0.825 0.398759 0.00540641
-0.775 0.389543 0.0051156
-0.725 0.372026 0.00418578
-0.675 0.358026 0.00330809
-0.625 0.344586 0.00356164
-0.575 0.327603 0.002802
-0.525 0.30969 0.00284607
-0.475 0.296491 0.00253678
-0.425 0.282759 0.00290897
-0.375 0.265595 0.00199764
-0.325 0.254724 0.00293411
-0.275 0.243422 0.00306672
-0.225 0.23325 0.00238325
-0.175 0.227069 0.00252137
-0.125 0.220405 0.00266967
-0.075 0.21631 0.00228906
-0.025 0.213379 0.00215063
0.025 0.21525 0.00246625
0.075 0.216793 0.00267042
0.125 0.219034 0.00234956
0.175 0.22325 0.00243126
0.225 0.232474 0.00299815
0.275 0.240716 0.00257819
0.325 0.247431 0.00275889
0.375 0.259069 0.00313123
0.425 0.273983 0.00321599
0.475 0.285526 0.00283259
0.525 0.302845 0.00381396
0.575 0.316241 0.00362023
0.625 0.335414 0.00355125
0.675 0.342414 0.00476037
0.725 0.361284 0.00481139
0.775 0.373724 0.00507596
0.825 0.382069 0.00413394
0.875 0.390672 0.00554671
0.925 0.394181 0.00533393
0.975 0.395569 0.00456327
1.025 0.392664 0.00414196
1.075 0.386103 0.00440902
1.125 0.370517 0.0039071
1.175 0.352853 0.00451282
1.225 0.334948 0.00391934
1.275 0.310784 0.00346323
1.325 0.278664 0.00313904
1.375 0.251233 0.00312434
1.425 0.225276 0.00309847
1.475 0.192733 0.0029164
1.525 0.162603 0.00254358
1.575 0.13594 0.00218848
1.625 0.110552 0.00167821
1.675 0.0888103 0.00182941
1.725 0.0684655 0.00111909
1.775 0.0516897 0.00101736
1.825 0.0382759 0.000985703
1.875 0.0276638 0.000792398
1.925 0.020569 0.000896974
1.975 0.0126552 0.0004035
2.025 0.00906897 0.000404971
2.075 0.00619828 0.000326786
2.125 0.00394828 0.000262018
2.175 0.00212069 0.00012379
2.225 0.00124138 0.000127049
2.275 0.00062931 0.000110584
2.325 0.000456897 5.88169e-05
2.375 0.000232759 3.71291e-05
2.425 0.000155172 4.20562e-05
2.475 8.62069e-05 2.28082e-05
2.525 0 0
2.575 4.31034e-05 2.06717e-05
2.625 8.62069e-06 8.40241e-06
2.675 0 0
2.725 0 0
2.775 0 0
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
