           1000   -0.357817724              0
           2000   -0.372750492    0.014932768
           3000   -0.385773578   0.0156182577
           4000   -0.388561266   0.0113901796
           5000   -0.382424351   0.0107472527
           6000   -0.378297317  0.00969714934
           7000   -0.374766497  0.00892380746
           8000   -0.377430952   0.0081746608
           9000   -0.381899815  0.00848208643
          10000   -0.380776151  0.00766937107
          11000    -0.37806594  0.00744782411
          12000   -0.376456364  0.00698683093
          13000   -0.374035102  0.00686791021
          14000   -0.368527594  0.00841204624
          15000   -0.366241163  0.00815814244
          16000   -0.366740657  0.00764757295
          17000   -0.368093951  0.00731000307
          18000   -0.366624835  0.00704677933
          19000   -0.366397746  0.00666945314
          20000   -0.366052806  0.00633659439
          21000    -0.36376692  0.00644621292
          22000   -0.362543044  0.00626689149
          23000   -0.361592038  0.00606326784
          24000   -0.360801447  0.00585872419
          25000   -0.361442469  0.00565593376
          26000   -0.363506433  0.00581281304
          27000   -0.363807427  0.00560147473
          28000   -0.366428782  0.00600057025
          29000   -0.368005413  0.00600078127
          30000   -0.367899219  0.00579827802
          31000   -0.368657425  0.00565914041
          32000    -0.36872745  0.00547988656
          33000    -0.36824462  0.00533313534
          34000   -0.368587455  0.00518524733
          35000   -0.370042351   0.0052409087
          36000   -0.371028723  0.00518788043
          37000   -0.371186238  0.00504817767
          38000   -0.371996657  0.00497992062
          39000   -0.374715133  0.00556039053
          40000   -0.376880395  0.00583612945
          41000   -0.377889363  0.00578073875
          42000   -0.377929253  0.00564156439
          43000   -0.378540665  0.00554262899
          44000    -0.37803104  0.00543912276
          45000   -0.377710452  0.00532653605
          46000    -0.37836859  0.00525086353
          47000   -0.379767754   0.0053250323
          48000   -0.381381426   0.0054569597
          49000    -0.38265575  0.00549425733
          50000   -0.383835281  0.00551096021
          51000   -0.385006294  0.00552729114
          52000   -0.385456076  0.00543858578
          53000   -0.386231375  0.00539102445
          54000   -0.387113796  0.00536333839
          55000    -0.38752992  0.00528133917
          56000   -0.386636391  0.00526258258
          57000   -0.385854072  0.00522829346
          58000   -0.384969004  0.00521304234
          59000   -0.383708059  0.00527679615
          60000   -0.382628538  0.00529922544
          61000   -0.381390424  0.00535667844
          62000   -0.380200489  0.00540225283
          63000   -0.378895764  0.00547358713
          64000   -0.377560491   0.0055503923
          65000   -0.377801757  0.00546965818
          66000   -0.378545406   0.0054372414
          67000   -0.378515321  0.00535555821
          68000   -0.378506465  0.00527621965
          69000   -0.378327125  0.00520228257
          70000   -0.378084029  0.00513318513
          71000   -0.377977488  0.00506149174
          72000   -0.378097496  0.00499214082
          73000   -0.377580057  0.00495039725
          74000   -0.377695895  0.00488441557
          75000   -0.377206137  0.00484367407
          76000   -0.376732388  0.00480293843
          77000    -0.37655479  0.00474347805
          78000    -0.37648656  0.00468276641
          79000   -0.376741763  0.00463014935
          80000   -0.376966231  0.00457741324
          81000   -0.378078627  0.00465540377
          82000   -0.378387982  0.00460867448
          83000   -0.377985469  0.00457056809
          84000   -0.377550705  0.00453670904
          85000   -0.377090618  0.00450656554
          86000    -0.37674824   0.0044669957
          87000   -0.376393221  0.00442960212
          88000   -0.376327332  0.00437947212
          89000   -0.376507958  0.00433375078
          90000    -0.37644333  0.00428581478
          91000   -0.376588334  0.00424093594
          92000   -0.376348705  0.00420142472
          93000   -0.376130245  0.00416174028
          94000   -0.376222244  0.00411825614
          95000   -0.376274261  0.00407500749
          96000   -0.376175853  0.00403353671
          97000   -0.376000669  0.00399557958
          98000   -0.376035884  0.00395475499
          99000   -0.376407597  0.00393221261
         100000   -0.376689969  0.00390291992
