        1000   0.0486018   0.0486018           0
        2000   0.0494498   0.0490258 0.000424023
        3000   0.0490685     0.04904 0.000245223
        4000   0.0488712   0.0489978 0.000178461
        5000   0.0491387    0.049026 0.000141076
        6000   0.0489733   0.0490172 0.000115523
        7000   0.0489929   0.0490137 9.76961e-05
        8000   0.0491395   0.0490295 8.60551e-05
        9000   0.0489871   0.0490248 7.60393e-05
       10000   0.0499968    0.049122 0.000118632
       11000   0.0489041   0.0491022 0.000109119
       12000   0.0489817   0.0490921 0.000100115
       13000    0.048698   0.0490618 9.69551e-05
       14000   0.0486813   0.0490346 9.37864e-05
       15000   0.0489776   0.0490308 8.73933e-05
       16000   0.0487897   0.0490157 8.31265e-05
       17000   0.0488676    0.049007 7.85683e-05
       18000   0.0496313   0.0490417 8.17925e-05
       19000   0.0482123   0.0489981 8.88344e-05
       20000   0.0492766    0.049012 8.54186e-05
       21000   0.0492833   0.0490249 8.22699e-05
       22000    0.049278   0.0490364 7.92801e-05
       23000   0.0487322   0.0490232 7.69006e-05
       24000   0.0491291   0.0490276 7.37588e-05
       25000    0.048699   0.0490145 7.19576e-05
       26000   0.0486306   0.0489997 7.06932e-05
       27000   0.0489022   0.0489961 6.81204e-05
       28000   0.0486601   0.0489841   6.673e-05
       29000   0.0493263   0.0489959 6.54602e-05
       30000   0.0498087    0.049023 6.88005e-05
       31000   0.0487622   0.0490146 6.70738e-05
       32000    0.049112   0.0490176 6.50153e-05
       33000   0.0485925   0.0490047 6.43177e-05
       34000   0.0489256   0.0490024 6.24407e-05
       35000    0.048486   0.0489876 6.23998e-05
       36000   0.0488562    0.048984 6.07515e-05
       37000   0.0487673   0.0489781 5.93761e-05
       38000   0.0486623   0.0489698 5.83872e-05
       39000    0.049301   0.0489783 5.75007e-05
       40000   0.0490995   0.0489813 5.61266e-05
       41000   0.0492934    0.048989 5.52671e-05
       42000    0.049307   0.0489965  5.4464e-05
       43000   0.0484957   0.0489849 5.44426e-05
       44000   0.0485678   0.0489754 5.40289e-05
       45000   0.0491844     0.04898 5.30185e-05
       46000   0.0492405   0.0489857 5.21612e-05
       47000   0.0489422   0.0489848 5.10478e-05
       48000   0.0487705   0.0489803 5.01719e-05
       49000   0.0488942   0.0489786 4.91688e-05
       50000   0.0488244   0.0489755 4.82739e-05
       51000    0.049095   0.0489778 4.73759e-05
       52000   0.0486253    0.048971 4.69479e-05
       53000   0.0494497   0.0489801 4.69308e-05
       54000   0.0493364   0.0489867 4.65239e-05
       55000   0.0489776   0.0489865 4.56705e-05
       56000   0.0486383   0.0489803 4.52765e-05
       57000   0.0484539   0.0489711 4.54236e-05
       58000   0.0490462   0.0489723 4.46523e-05
       59000   0.0492218   0.0489766 4.40923e-05
       60000   0.0491174   0.0489789 4.34147e-05
       61000   0.0492646   0.0489836 4.29531e-05
       62000   0.0494298   0.0489908 4.28631e-05
       63000   0.0491698   0.0489936 4.22728e-05
       64000   0.0487784   0.0489903 4.17428e-05
       65000    0.049326   0.0489954 4.14189e-05
       66000   0.0489436   0.0489947  4.0794e-05
       67000   0.0487253   0.0489906 4.03812e-05
       68000   0.0492616   0.0489946 3.99819e-05
       69000   0.0492359   0.0489981 3.95531e-05
       70000   0.0493899   0.0490037 3.93836e-05
       71000    0.048577   0.0489977 3.92873e-05
       72000   0.0498224   0.0490092 4.03959e-05
       73000   0.0492263   0.0490121 3.99496e-05
       74000   0.0493107   0.0490162  3.9612e-05
       75000   0.0493265   0.0490203 3.92987e-05
       76000    0.048821   0.0490177 3.88667e-05
       77000    0.049304   0.0490214 3.85384e-05
       78000   0.0487071   0.0490174 3.82539e-05
       79000   0.0492831   0.0490207  3.7916e-05
       80000   0.0493567   0.0490249 3.76738e-05
       81000   0.0490432   0.0490252 3.72065e-05
       82000   0.0492359   0.0490277 3.68397e-05
       83000   0.0486763   0.0490235 3.66387e-05
       84000   0.0496345   0.0490308 3.69235e-05
       85000   0.0491989   0.0490328 3.65401e-05
       86000   0.0487327   0.0490293 3.62809e-05
       87000   0.0492305   0.0490316  3.5936e-05
       88000   0.0491118   0.0490325 3.55369e-05
       89000   0.0494759   0.0490375 3.54868e-05
       90000   0.0486436   0.0490331 3.53621e-05
       91000   0.0489487   0.0490322 3.49837e-05
       92000   0.0494205   0.0490364 3.48578e-05
       93000   0.0490225   0.0490362 3.44813e-05
       94000   0.0495617   0.0490418 3.45676e-05
       95000   0.0493738   0.0490453 3.43798e-05
       96000   0.0489386   0.0490442  3.4038e-05
       97000   0.0487193   0.0490409 3.38514e-05
       98000   0.0489393   0.0490398 3.35203e-05
       99000   0.0497217   0.0490467 3.38873e-05
      100000   0.0484351   0.0490406 3.40998e-05
